title	year	budget	revenue	release_date	runtime	vote_average	imdb_id	genre
And When Did You Last See Your Father	2007	NULL	NULL	2007-10-05	92	6.5	tt0829098	Drama-Foreign
Andartu terlampau 21 hari mencari suami	2010	NULL	NULL	2010-05-20	90	NULL	tt1640401	NULL
Andarushia: Megami no houfuku	2011	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Andaz Apna Apna	1994	NULL	NULL	1994-04-11	160	8.6	tt0109117	Comedy-Drama-Romance
Andrey Rublyov	1969	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Andromeda Strain The	1971	NULL	NULL	1971-03-12	131	7	tt0066769	Drama-Science Fiction-Suspense-Thriller
Anfea: The Answer	2011	NULL	NULL	2011-09-17	109	NULL	tt1791666	NULL
Angel	2007	15000000	NULL	2007-02-17	134	7.3	tt0783767	Drama-Romance-Foreign
Angel Heart	1987	17000000	NULL	1987-03-06	113	6.9	tt0092563	Horror-Mystery-Thriller
Angel Of Death	2009	NULL	NULL	2009-07-07	77	6.5	tt1269734	Action-Adventure-Thriller
Angelo Per Satana Un	1966	NULL	NULL	1966-05-04	90	6	tt0060109	Horror-Mystery
Angels And Demons	2009	150000000	356613439	2009-05-15	138	5.9	tt0808151	Mystery-Thriller
Angels One Five	1952	NULL	NULL	1954-04-30	98	7.3	tt0046714	War
Angels With Dirty Faces	1938	NULL	NULL	1938-11-26	97	7.2	tt0029870	Action-Crime-Drama
Anger Management	2003	75000000	135645823	2003-03-05	106	5.8	tt0305224	Comedy
Anges Exterminateurs Les	2006	NULL	NULL	2006-05-20	100	7	tt0792948	Drama-Fantasy
Angry Red Planet The	1959	NULL	NULL	1959-11-23	83	6.3	tt0052564	Horror-Science Fiction
Angus Thongs And Perfect Snogging	2008	1	NULL	2008-07-25	100	6	tt0963743	Comedy-Drama-Romance-Family
Angustia	1987	NULL	NULL	1987-11-10	86	6.5	tt0090644	Crime-Horror-Thriller
Animal Farm	1954	NULL	NULL	1954-12-29	72	7.3	tt0047834	Animation-Comedy-Drama
Animal Kingdom	2010	61000	1000000	2010-08-13	113	7.1	tt1313092	Crime-Drama-Thriller
Animal Town	2011	NULL	NULL	2011-03-10	97	NULL	tt1508655	NULL
Animals United	2010	NULL	NULL	2010-10-07	93	6.1	tt1620449	Animation-Comedy-Family
Anjaana Anjaani	2010	10500000	NULL	2010-10-01	152	5.8	tt1499201	Drama-Eastern-Romance-Foreign
Anka kusu	2007	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Ankokugai no bijo	1958	NULL	NULL	1958-03-25	87	7	tt0051361	Crime-Drama-Thriller-Foreign-Film Noir
Anna	1967	NULL	NULL	1967-01-13	87	7	tt0090647	Comedy-Musical-Romance
Anna And Anna	2007	NULL	NULL	2007-06-02	90	NULL	tt1029097	Action-Drama-Science Fiction
Anna and the King	1999	75000000	NULL	1999-12-16	148	6.5	tt0166485	Drama-History-Romance
Anna Karenina	2012	NULL	NULL	2012-11-16	130	5.9	tt1781769	Drama-Romance
Anna quel particolare piacere	1973	NULL	NULL	1973-11-27	100	NULL	tt0071147	Drama-Romance-Foreign
Annayum Rasoolum	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Anne Frank Remembered	1995	NULL	1	1995-06-08	117	NULL	tt0112373	Documentary-Drama-Foreign
Anne Frank: The Whole Story	2001	NULL	NULL	2001-05-20	120	10	tt0246430	Drama
Annie Get Your Gun	1950	NULL	NULL	1950-05-17	107	4	tt0042200	Action-Comedy-Music-Western-Romance
Annie Hall	1977	4000000	38251425	1977-04-19	93	7.7	tt0075686	Comedy-Drama-Romance
Annie Oakley	1935	NULL	NULL	1935-11-15	90	8	tt0026073	Western
Ano Sin Amor Un	2005	NULL	21847	2005-03-24	95	NULL	tt0418484	Drama
Anonyma  Eine Frau in Berlin	2008	NULL	NULL	2008-09-10	131	6.3	tt1035730	Drama-War
Anonymous	2011	NULL	NULL	2011-10-28	130	6.2	tt1521197	Drama-History-Mystery-Thriller
Another 48 Hrs	1990	38	80	1990-06-08	95	6.4	tt0099044	Action-Adventure-Comedy
Another Cinderella Story	2008	5000000	NULL	2008-09-16	90	5.8	tt1071358	Comedy-Drama-Family
Another Gay Movie	2006	500000	745327	2006-04-28	92	5.7	tt0443431	Comedy-Romance
Another Gay Sequel: Gays Gone Wild	2008	NULL	NULL	2008-11-06	90	7.3	tt1051981	Comedy
Another Silence	2011	NULL	NULL	2011-10-19	90	6.2	tt1837508	Drama
Another Stakeout	1993	NULL	NULL	1993-07-22	105	5	tt0106292	Action-Comedy
Another Time Another Place	1958	NULL	NULL	1958-05-02	91	6	tt0051364	Drama-Romance
Another Woman	1988	NULL	NULL	1988-01-01	84	8.3	tt0094663	Drama-Thriller
Answers to Nothing	2011	NULL	NULL	2011-12-02	124	7	tt1523939	Drama-Mystery-Thriller
Ant Bully The	2006	50000000	55181129	2006-07-27	88	5.7	tt0429589	Adventure-Animation-Comedy
Antarctica	1991	NULL	NULL	1991-03-01	40	8	tt0101357	Documentary
Antares	2004	500000	NULL	2004-12-12	105	5.5	tt0419449	Drama-Foreign
Antichrist	2009	11000000	NULL	2009-05-29	108	6.5	tt0870984	Drama-Horror-Thriller
Antikiller 2: Antiterror	2003	NULL	2685000	2003-12-20	125	5	tt0405699	NULL
Antique	2008	NULL	NULL	2008-11-12	109	5.5	tt1205551	Comedy-Foreign
AntiTrust	2001	30000000	17833000	2001-01-12	108	5.6	tt0218817	Action-Crime-Drama-Suspense-Thriller
Antiviral	2012	NULL	NULL	2012-11-30	110	5.8	tt2099556	Horror-Science Fiction
Antz	1998	105000000	171757863	1998-10-02	83	5.9	tt0120587	Animation-Fantasy-Family
Anwar	2007	NULL	NULL	2007-01-12	144	7	tt0953306	Drama-Romance-Foreign
Any Day Now	2012	NULL	NULL	2012-12-14	97	7.2	tt2066176	Drama
Any Given Sunday	1999	55000000	100230832	1999-12-16	150	6.8	tt0146838	Drama-Sport
Any Questions for Ben	2012	NULL	NULL	2012-02-09	114	6.8	tt1735839	Comedy
Any Which Way You Can	1980	NULL	NULL	1980-12-17	115	6.6	tt0080377	Action-Adventure-Comedy
Anything Else	2003	NULL	NULL	2003-08-27	108	6.8	tt0313792	Comedy-Romance
Apache	1954	NULL	NULL	1954-07-09	91	6.5	tt0046719	Action-Western
Apan	2009	NULL	NULL	2009-09-11	81	NULL	tt1459026	Drama-Thriller-Foreign
Apartment 1303	1303	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Apartment The	1960	3000000	25000000	1960-06-15	125	8	tt0053604	Comedy-Drama-Romance
Apflickorna	2011	1	NULL	2011-01-31	84	6	tt1827358	Drama-Foreign
Apocalypse Now	1979	31500000	83471511	1979-08-15	153	7.2	tt0078788	War
Apocalypto	2006	40000000	120175290	2006-12-08	139	6.9	tt0472043	Action
Apollo 13	1995	52000000	355237933	1995-06-30	140	6.6	tt0112384	Disaster-Drama-History
Apollo 18	2011	5000000	25562924	2011-09-02	86	4.9	tt1772240	Horror-Science Fiction-Thriller
Appaloosa	2008	20000000	20211394	2008-10-03	115	6.4	tt0800308	Crime-Drama-Western
Appaloosa The	1966	NULL	NULL	1966-09-14	98	8.5	tt0060120	Action
Apparition The	2012	NULL	NULL	2012-08-24	82	4.4	tt1433822	Horror-Thriller
Appelsinpiken	2009	NULL	NULL	2009-02-27	80	7	tt1296150	Drama
Appointment With Death	1988	NULL	NULL	1988-04-15	102	6	tt0094669	Crime-Mystery
Apur Sansar	1959	NULL	NULL	1959-05-01	117	NULL	tt0052572	Drama
Aquamarine	2006	12000000	NULL	2006-03-03	104	5.9	tt0429591	Comedy-Fantasy-Romance-Family
Arabesque	1966	NULL	NULL	1966-05-05	105	7.7	tt0060121	Action-Adventure-Thriller
Arabian Nights	2000	NULL	NULL	2000-04-30	175	9.5	tt0181199	Drama-Fantasy-Family
Arachnophobia	1990	31000000	53208180	1990-08-09	103	6.6	tt0099052	Comedy-Horror-Science Fiction-Thriller
Aragami	2003	NULL	NULL	2003-03-27	76	6.8	tt0362417	Action-Horror
Arahan jangpung daejakjeon	2004	NULL	NULL	2004-04-30	114	6.8	tt0404777	Action-Comedy-Fantasy-Thriller
Airplane vs Volcano	2014	NULL	NULL	2014-03-28	91	2.3	tt3417334	Action
Ararat	2002	NULL	NULL	2002-05-20	115	7	tt0273435	Drama-War
Arbitrage	2012	NULL	35485056	2012-09-14	100	5.9	tt1764183	Drama-Thriller
Arcana	1972	NULL	NULL	1972-04-06	102	5	tt0221803	Drama-Horror-Mystery
Arctic Blast	2010	5000000	NULL	2010-08-04	92	4.4	tt1523267	Science Fiction
Arctic Tale	2007	NULL	NULL	2007-06-17	86	6.5	tt0488508	Documentary-Family
Are We Done Yet	2007	NULL	NULL	2007-04-04	92	4.8	tt0422774	Comedy-Drama-Family
Are You Scared	2006	NULL	NULL	2006-09-12	79	3.8	tt0845955	Action-Horror-Thriller
Area 51	2011	5000000	NULL	2011-09-21	86	4.3	tt1519461	Horror-Science Fiction-Thriller
Area Q	2011	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Arena	2011	10000000	NULL	2011-10-11	94	5	tt1117581	Action-Science Fiction-Thriller
Argo	2012	44500000	232324128	2012-10-12	120	6.7	tt1024648	Drama-Thriller
AristoCats The	1970	NULL	35452658	1970-12-24	78	6.2	tt0065421	Adventure-Animation-Comedy-Family
Arizona Dream	1993	19000000	NULL	1993-01-06	142	7.5	tt0106307	Comedy-Drama-Romance-Indie
Arjun: The Warrior Prince	2012	NULL	NULL	2012-05-24	96	8	tt2404027	Action-Adventure-Animation-Science Fiction-Foreign
Arlington Road	1999	21500000	NULL	1999-07-09	117	7	tt0137363	Drama-Mystery-Suspense-Thriller
Armageddon	1998	140000000	553799566	1998-06-30	151	6.2	tt0120591	Action-Adventure-Science Fiction-Thriller
Armin	2007	NULL	NULL	2007-02-09	82	NULL	tt0961198	Drama
Armitage: Dual Matrix	2002	NULL	NULL	2002-06-25	90	6.8	tt0303678	Action-Animation-Science Fiction
Armored	2009	20000000	22942221	2009-12-04	88	5.9	tt0913354	Action-Crime-Drama-Thriller
Army of Darkness	1992	11000000	NULL	1992-10-09	81	7	tt0106308	Comedy-Fantasy-Horror
Around the World in 80 Days	2004	110000000	72178895	2004-06-16	120	5.7	tt0327437	Action-Adventure-Comedy-Western-Romance-Family
Arranged	2007	NULL	NULL	2007-03-10	90	9	tt0848542	Action-Comedy-Drama-Thriller-Romance
Arrival The	1996	25000000	14048372	1996-05-31	115	6.4	tt0115571	Action-Mystery-Science Fiction-Thriller
Arsenic and Old Lace	1944	1120175	NULL	1944-09-23	118	7.4	tt0036613	Comedy-Crime
Art Of Flight The	2011	NULL	NULL	2011-09-08	19	NULL	NULL	NULL
Art of The Steal The	2009	NULL	NULL	2009-01-01	101	8	tt1326733	Documentary
Art of War The	2000	40000000	30199105	2000-08-23	117	5.9	tt0160009	Action-Adventure-Thriller
Arthur	1981	NULL	NULL	1981-07-17	97	5.5	tt0082031	Comedy-Drama-Romance
Arthur	2011	40000000	47787943	2011-04-08	110	5.4	tt1334512	Comedy-Romance
Arthur et la guerre des deux mondes	2010	65000000	NULL	2010-10-13	101	5.8	tt0940656	Adventure-Animation-Fantasy-Family
Arthur et la vengeance de Maltazard	2009	87000000	NULL	2009-12-03	93	5.5	tt0940657	Adventure-Animation-Fantasy-Family
Arthur et les Minimoys	2006	86000000	107944236	2006-12-13	94	5.7	tt0344854	Adventure-Animation-Fantasy-Family
Artificial Intelligence: AI	2001	100000000	235926552	2001-06-25	146	6.3	tt0212720	Adventure-Drama-Science Fiction
Artist The	2011	12000000	NULL	2011-10-11	100	7	tt1655442	Comedy-Drama-Romance
Aruitemo aruitemo	2008	NULL	NULL	2008-06-28	114	6.2	tt1087578	Drama-Family
Arul	2004	NULL	NULL	2004-05-07	160	NULL	tt0421640	Drama-Foreign
Arundhati	2009	2915739	NULL	2009-01-16	132	5.5	tt1361809	Fantasy-Horror-Suspense-Thriller
Arven	2003	NULL	NULL	2003-02-21	116	NULL	tt0328844	Drama
Arya	2004	NULL	NULL	2004-05-07	NULL	7.5	tt0431619	Drama-Thriller-Romance-Foreign
Arya 2	2009	NULL	NULL	2009-11-27	163	NULL	tt1526323	NULL
As Good As It Gets	1997	5000000	314178011	1997-12-19	139	6.4	tt0119822	Comedy-Romance
As You Like It	2006	NULL	NULL	2006-01-01	127	7.5	tt0450972	Comedy-Drama-Romance
Ashanti	1979	NULL	NULL	1979-03-09	118	4.5	tt0078801	Action-Adventure-Drama
Ashes and Snow	2005	NULL	NULL	2005-03-05	63	10	tt0493393	Documentary
Ashita no watashi no tsukurikata	2007	NULL	NULL	2007-04-28	97	NULL	tt0991183	Drama
Ask geliyorum demez	2009	NULL	NULL	2009-11-06	102	5.5	tt1523411	Action-Comedy
Asphalt Jungle The	1950	NULL	NULL	1950-05-23	122	7.9	tt0042208	Action-Crime-Drama-Thriller-Film Noir
Assassination Games	2011	8000000	NULL	2011-07-29	101	6.1	tt1436568	Action
Assassination of a High School President	2008	NULL	NULL	2008-01-17	93	7.4	tt1018818	Comedy-Crime-Mystery-Thriller-Indie
Assassination of Jesse James by the Coward Robert Ford The	2007	30000000	14711793	2007-09-20	160	6.7	tt0443680	Action-Drama-Western
Assassins	1995	NULL	NULL	1995-10-05	132	5.9	tt0112401	Action-Adventure-Crime-Thriller
Assassins Run	2013	4000000	NULL	2013-04-23	90	5.8	tt1502417	Action-Crime-Thriller
Assault on Precinct 13	1976	150000	NULL	1976-11-05	91	7.4	tt0074156	Action-Adventure-Crime-Suspense
Assault On Precinct 13	2005	30000000	35294470	2005-01-19	91	6	tt0398712	Thriller
Assignment to Kill	1968	NULL	NULL	1968-09-16	102	6	tt0062684	Crime-Drama
Astenicheskiy sindrom	1989	NULL	NULL	1989-01-01	153	NULL	tt0096841	NULL
Asterix and Obelix: God Save Britannia	2012	61000000	NULL	2012-10-17	110	5.5	tt1597522	Adventure-Comedy-Family
A Rage in Harlem	1991	8000000	10400000	1991-05-03	115	6.3	tt0102749	Comedy-Crime
Ask the Dust	2006	NULL	NULL	2006-02-02	117	3.9	tt0384814	Drama-Romance
Astro Boy	2009	65000000	44091067	2009-10-23	94	6.1	tt0375568	Action-Animation-Science Fiction-Family
Astronaut Farmer The	2006	13000000	11130889	2006-10-15	104	5.3	tt0469263	Adventure-Comedy-Drama-Science Fiction-Indie
Asura	2012	NULL	NULL	2012-09-29	76	8	tt2328505	Animation-Horror
Asylum	1972	NULL	NULL	1972-11-17	88	8.2	tt0068230	Horror-Mystery-Thriller-Foreign
Asylum	2005	NULL	NULL	2005-09-09	99	7.2	tt0348505	Drama-Thriller-Romance
Asylum Blackout	2011	NULL	NULL	2011-09-12	85	6	tt1027820	Horror-Thriller
Atlantic City	1980	7200000	NULL	1980-09-13	104	5.5	tt0080388	Crime-Drama-Romance
Atlantis: End of a World Birth of a Legend	2011	NULL	NULL	2011-01-01	88	6.9	tt1744825	Drama
Atlantis: The Lost Empire	2001	120000000	186053725	2001-06-15	95	6.1	tt0230011	Adventure-Animation-Science Fiction-Family
Atlas Shrugged II: The Strike	2012	NULL	NULL	2012-10-12	112	6.4	tt1985017	Drama-Mystery-Science Fiction
ATM	2012	3000000	NULL	2012-04-06	90	5.4	tt1603257	Horror-Thriller
ATM: Er Rak Error	2012	NULL	NULL	2012-01-19	120	7.3	tt2191394	Comedy
Atmen	2011	1	3	2011-09-30	94	8	tt1680679	Drama-Foreign
Atomic Submarine The	1959	NULL	NULL	1959-11-29	72	6	tt0052587	Science Fiction-Indie
Atonement	2007	30000000	129266061	2007-08-29	123	6.6	tt0783233	Drama-Romance
Atrocious	2010	NULL	NULL	2010-10-15	75	8.8	tt1734067	Horror-Thriller
Attack of the 50 Foot Woman	1958	88000	480000	1958-05-19	65	6.6	tt0051380	Action-Adventure-Science Fiction
Attack on Darfur	2009	NULL	NULL	2009-11-06	98	3.5	tt1236471	Action-Drama-Thriller
Attack On The Iron Coast	1968	NULL	NULL	1968-06-05	89	NULL	tt0062688	Action-War
Attack the Block	2011	14350531	3964682	2011-07-29	88	6.1	tt1478964	Action-Comedy-Science Fiction
Attacks of 26/11 The	2013	NULL	NULL	2013-03-20	116	6	tt2635622	Drama
Attenberg	2010	NULL	NULL	2010-12-09	95	8	tt1691323	Comedy-Drama-Foreign
Attila	2001	NULL	NULL	2001-01-30	177	6.1	tt0259127	Action-Adventure-Drama-History-Romance-War
Au Revoir Les Enfants	1987	NULL	NULL	1987-10-06	104	7.5	tt0092593	Drama-War
Au Revoir Taipei	2010	NULL	NULL	2010-04-02	85	7	tt1291125	Comedy-Foreign
Auf Der Anderen Seite	2007	3800000	NULL	2007-09-27	122	7.4	tt0880502	Drama
August	2008	NULL	NULL	2008-05-16	88	6.4	tt0470679	Drama-Indie
August Rush	2007	25000000	66122026	2007-11-21	114	6.4	tt0426931	Drama-Music
Aura El	2005	NULL	NULL	2005-09-15	134	8.3	tt0420509	Action-Adventure-Crime-Drama-Thriller-Indie-Foreign
Ausente	2011	NULL	NULL	2011-06-19	87	7.5	tt1796406	Drama-Thriller
Austin Powers in Goldmember	2002	63000000	296633907	2002-07-22	94	6.1	tt0295178	Action-Comedy-Crime
Austin Powers: International Man of Mystery	1997	16500000	67683989	1997-05-02	94	6.3	tt0118655	Comedy-Crime
Austin Powers: The Spy Who Shagged Me	1999	33000000	310940086	1999-06-08	95	5.9	tt0145660	Action-Adventure-Comedy-Science Fiction
Australia	2008	130000000	49554002	2008-11-18	165	6	tt0455824	Drama
Autobahnraser	2005	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Automaton Transfusion	2006	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Autopsy	2008	15000000	NULL	2008-09-23	84	4.1	tt0443435	Horror-Thriller
Autoreiji	2010	NULL	NULL	2010-05-17	109	7.7	tt1462667	Action-Crime-Drama
Autoreiji: Biyondo	2012	NULL	NULL	2012-10-06	110	7.2	tt1724962	Action
Autumn	2009	NULL	NULL	2009-01-01	110	3.2	tt1198333	Drama-Horror-Foreign
Autumn Sonata	1978	NULL	NULL	1978-10-08	99	8.8	tt0077711	Drama-Music
Aux deux Colombes	1949	NULL	NULL	1949-07-27	NULL	NULL	tt0200455	NULL
Av Mevsimi	2010	NULL	NULL	2010-12-03	144	6.9	tt1668191	Crime-Drama-Horror
Avalon	2011	NULL	NULL	2011-09-11	79	8	tt1826593	Drama-Thriller
Avant que mon coeur bascule	2012	NULL	NULL	2012-09-13	101	NULL	tt1590956	Drama
Avatar	2009	237000000	2781505847	2009-12-18	162	6.9	tt0499549	Action-Adventure-Fantasy-Science Fiction
Avaze gonjeshkha	2008	NULL	115605	2009-02-06	96	6	tt0997246	Drama-Foreign
Avengers The	1998	NULL	NULL	1998-08-13	89	5.2	tt0118661	Action-Adventure-Science Fiction
Avengers The	2012	220000000	1511757910	2012-05-04	143	7.1	tt0848228	Action
Avenging Angelo	2002	NULL	NULL	2002-08-30	97	5.5	tt0275947	Action-Comedy-Crime
Aventuras de Robinson Crusoe Las	1954	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Aventuras de Tadeo Jones Las	2012	10500000	23000000	2013-06-28	90	5.8	tt1764625	Adventure-Animation-Comedy-Family
Aventures de Rabbi Jacob Les	1973	NULL	NULL	1973-10-18	100	7.3	tt0069747	Comedy
Aviator The	2004	116000000	102000000	2004-12-25	170	6.2	tt0338751	Drama
Avida	2006	NULL	NULL	2006-09-13	83	6.3	tt0478558	Comedy-Foreign
AVP: Alien vs Predator	2004	70000000	171183863	2004-08-13	101	5.5	tt0370263	Science Fiction
Awaara	1951	NULL	NULL	1951-04-07	193	8	tt0043306	Drama-Foreign
Awake	2007	86000000	14373825	2007-11-30	84	6.1	tt0211933	Crime-Mystery-Thriller
Awaken	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Awakening The	2011	4798235	175088	2011-08-17	107	6.3	tt1687901	Drama-Horror-Thriller
Awakenings	1990	NULL	51636504	1990-12-12	121	6.6	tt0099077	Drama
Awarapan	2007	6000000	NULL	2007-06-29	126	10	tt1020937	Drama-Eastern-Romance-Foreign
Away All Boats	1956	NULL	NULL	1956-08-16	114	6	tt0048971	War
Away From Her	2006	NULL	NULL	2006-09-11	110	7	tt0491747	Drama-Romance-Indie
Away We Go	2009	25000000	NULL	2009-06-05	98	6	tt1176740	Comedy-Drama-Romance
Ayatayat cinta	2008	NULL	NULL	2008-02-28	120	NULL	tt1198186	Drama
Azuloscurocasinegro	2006	NULL	NULL	2006-03-24	105	6	tt0452971	Drama-Foreign
Azumi 2: Death or Love	2005	NULL	NULL	2005-03-12	108	6.6	tt0431641	Action
Azur et Asmar	2006	NULL	NULL	2006-10-25	99	5.4	tt0439123	Animation-Family
Another Earth	2011	200000	1776935	2011-07-22	92	6.8	tt1549572	Drama
Anni felici	2013	NULL	NULL	2013-10-03	NULL	NULL	tt2762122	Comedy-Drama
Alias Jesse James	1959	NULL	NULL	1959-03-20	92	NULL	tt0052545	Action-Comedy
Anbe Sivam	2003	NULL	NULL	2003-01-14	160	10	tt0367495	Drama-Foreign
ABCD: AmericanBorn Confused Desi	2013	1	1	2013-06-12	167	5	tt2956300	Comedy
Away from Here	2014	NULL	NULL	NULL	NULL	NULL	NULL	NULL
A Wish for Wings That Work	1991	NULL	NULL	1991-12-18	22	6.5	tt0103272	Animation-Comedy-Holiday
A Haunting at Silver Falls	2013	NULL	NULL	2013-05-28	84	2.7	tt1813609	Horror-Thriller
Aimee & Jaguar	1999	NULL	NULL	1999-02-11	125	4	tt0130444	Drama-History-Romance-Foreign
A Daughters Nightmare	2014	NULL	NULL	2014-05-03	87	NULL	tt3103284	Drama-Mystery-Thriller
Age Of Summerhood	2013	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Awful Truth The	1937	NULL	NULL	1937-10-21	91	6.5	tt0028597	Comedy-Drama-Romance
Auntie Mame	1958	2240000	23300000	1958-12-27	143	5.8	tt0051383	Comedy-Drama
A Christmas Kiss	2011	NULL	NULL	2011-11-12	86	6	tt1790621	Holiday-Romance
Abominable Dr Phibes The	1971	NULL	NULL	1971-05-18	94	6.7	tt0066740	Horror-Mystery-Thriller
Artists and Models	1955	NULL	NULL	1955-01-01	109	9	tt0047840	Comedy-Musical
African Tales	2009	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Afflicted	2013	NULL	NULL	2013-09-09	85	6.9	tt2309961	Horror-Thriller
Alba Regia	1961	NULL	NULL	1961-07-20	89	NULL	tt0054610	NULL
Aakasa Ramanna	2010	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Amber Alert	2012	NULL	NULL	2012-11-02	81	5.8	tt2093944	NULL
Autumn Blood	2013	NULL	NULL	2013-11-13	100	6.3	tt2085752	Drama-Thriller
About Last Night	2014	12500000	48637684	2014-02-14	100	6.4	tt1826590	Comedy-Romance
Almost Famous	2000	60000000	47383689	2000-09-15	164	6.7	tt0181875	Drama-Music
Afghan Star	2009	NULL	101543	2009-06-26	87	7.5	tt1334510	Documentary-Music-Foreign
Artifact	2012	NULL	NULL	2012-09-14	105	8.2	tt2370718	Documentary-Music
Apt Pupil	1998	14000000	NULL	1998-10-23	107	5.7	tt0118636	Drama-Thriller
Angel Eyes	2001	53000000	29700000	2001-05-15	102	6.4	tt0225071	Drama-Thriller-Romance
Adopting Terror	2012	1000000	NULL	2012-04-07	89	5.5	tt2341985	Thriller
Ace in the Hole	1951	1821052	NULL	1951-06-29	111	8.4	tt0043338	Drama-Film Noir
App	2013	2000000	NULL	2013-04-03	NULL	5.1	tt2536436	Thriller
Assassins Tale	2013	1500000	NULL	2013-07-14	91	3.3	tt2663744	Crime
American Winter	2013	NULL	NULL	2013-03-18	90	NULL	tt2239034	Documentary
Abner the Invisible Dog	2013	NULL	NULL	2013-10-30	89	NULL	tt2511022	Comedy-Family
Amma Nanna O Tamila Ammayi	2003	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Achmed Saves America	2014	NULL	NULL	2014-03-18	60	5.5	tt3557440	Animation-Comedy
All Quiet on the Western Front	1979	NULL	NULL	1979-11-14	150	7.4	tt0078753	Action-Drama-History-War-Foreign
Affair to Remember An	1957	NULL	NULL	1957-07-02	111	6.8	tt0050105	Drama-Romance
Adventures of Pinocchio The	1996	NULL	NULL	1996-07-26	90	5.3	tt0115472	Fantasy-Science Fiction-Family
Android Cop	2014	NULL	NULL	2014-02-04	NULL	4.6	tt3393070	Action-Science Fiction
Assassination	1987	NULL	NULL	1987-07-30	95	7	tt0092193	Action-Drama-Thriller
Against the Wild	2014	NULL	NULL	2014-03-11	90	5	tt2475846	Adventure-Family
American Ninja 4: The Annihilation	1991	NULL	NULL	1991-03-08	99	4.5	tt0101326	Action-Thriller
Adoration	2008	4700000	NULL	2008-01-01	100	7.2	tt1074929	Drama
Another Perfect Stranger	2007	NULL	NULL	2007-09-15	NULL	10	tt0902253	Drama
Awful Nice	2013	NULL	NULL	2013-03-08	92	5.2	tt1414449	Comedy
Anne Trister	1986	NULL	NULL	1986-05-27	NULL	NULL	tt0090648	Drama
Adult World	2013	NULL	NULL	2014-02-14	107	6.4	tt1067765	Comedy
An American Tail	1986	NULL	84542002	1986-11-21	80	6.6	tt0090633	Adventure-Animation-Drama-Family
Agony and the Ecstasy The	1965	NULL	NULL	1965-10-07	138	6.8	tt0058886	Drama
Apocalypse Pompeii	2014	NULL	NULL	2014-02-18	88	6.5	tt3384904	Action-Adventure
Avengers Confidential: Black Widow & Punisher	2014	NULL	NULL	2014-03-25	83	5.9	tt3482378	Action-Animation-Science Fiction
A Stranger Among Us	1992	NULL	NULL	1992-07-17	110	5.8	tt0105483	Crime-Drama-Romance
A Birders Guide to Everything	2013	NULL	NULL	2013-04-21	86	NULL	tt1582465	Comedy
And Then There Were None	1945	NULL	NULL	1945-10-31	97	8.3	tt0037515	Crime-Mystery
An American Haunting	2005	NULL	NULL	2005-05-05	91	6.9	tt0429573	Horror-Thriller-Indie
Air America	1990	NULL	NULL	1990-08-10	112	4.8	tt0099005	Action-Adventure-Comedy-Drama
A Nightmare on Elm Street 2: Freddys Revenge	1985	3000000	29999213	1985-11-01	87	5.8	tt0089686	Horror
Asmaa	2011	NULL	NULL	2011-12-07	96	NULL	tt1826603	Drama-Film Noir
