col_index	release_date	title	production_budget	domestic_gross	worldwide_gross
582	3/21/2003	Dreamcatcher	68,000,000	33,685,268	75,685,268
583	8/6/1999	Mystery Men	68,000,000	29,762,011	33,462,011
584	11/5/1999	The Insider	68,000,000	28,965,197	60,265,197
585	3/2/2012	Doctor Seuss' The Lorax	67,500,000	214,030,500	350,783,479
586	10/10/2008	Body of Lies	67,500,000	39,394,666	108,394,666
587	6/22/2012	Abraham Lincoln: Vampire Hunter	67,500,000	37,519,139	115,119,139
588	6/15/2012	That's My Boy	67,500,000	36,931,089	58,058,367
589	9/20/1996	Last Man Standing	67,000,000	18,115,927	18,115,927
590	8/17/2007	The Last Legion	67,000,000	5,932,060	25,332,060
591	4/30/1999	Entrapment	66,000,000	87,707,396	211,700,000
592	6/19/1998	The X Files: Fight the Future	66,000,000	83,898,313	189,176,423
593	3/14/2014	Need for Speed	66,000,000	43,568,507	187,268,507
594	7/24/1998	Saving Private Ryan	65,000,000	216,335,085	485,035,085
595	12/15/2000	What Women Want	65,000,000	182,805,123	372,100,000
596	11/9/2012	Lincoln	65,000,000	182,207,973	273,000,960
597	3/15/2002	Ice Age	65,000,000	176,387,405	386,116,343
598	6/30/1995	Apollo 13	65,000,000	172,070,496	334,100,000
599	3/31/1999	The Matrix	65,000,000	171,479,930	460,279,930
600	12/25/2012	Les Miserables	65,000,000	148,809,770	442,037,161
601	11/1/2002	The Santa Clause 2	65,000,000	139,225,854	172,825,854
602	6/1/1990	Total Recall	65,000,000	119,394,839	261,400,000
603	12/18/1998	You've Got Mail	65,000,000	115,821,495	250,800,000
604	11/5/2010	Due Date	65,000,000	100,539,043	211,739,043
605	7/25/2008	Step Brothers	65,000,000	100,468,793	128,468,793
606	12/15/1995	Jumanji	65,000,000	100,458,310	262,758,310
607	7/17/1998	The Mask of Zorro	65,000,000	93,828,745	233,700,000
608	8/4/2000	Space Cowboys	65,000,000	90,454,043	128,874,043
609	5/28/1993	Cliffhanger	65,000,000	84,049,211	255,000,000
610	2/9/1996	Broken Arrow	65,000,000	70,645,997	148,345,997
611	8/9/2006	World Trade Center	65,000,000	70,278,893	163,295,654
612	7/7/2000	The Kid	65,000,000	69,688,384	69,688,384
613	12/19/2003	Mona Lisa Smile	65,000,000	63,803,100	141,205,169
614	5/16/2012	The Dictator	65,000,000	59,650,222	179,379,532
615	7/16/1999	Eyes Wide Shut	65,000,000	55,691,208	86,257,553
616	2/17/2012	This Means War	65,000,000	54,760,791	156,974,557
617	12/8/2004	Blade: Trinity	65,000,000	52,397,389	132,397,389
618	11/21/2012	Red Dawn	65,000,000	44,806,783	48,164,150
619	12/22/2006	We Are Marshall	65,000,000	43,545,364	43,545,364
620	9/14/2012	Resident Evil: Retribution	65,000,000	42,345,531	238,940,997
621	3/20/1998	Primary Colors	65,000,000	39,017,984	39,017,984
622	10/15/1999	Fight Club	65,000,000	37,030,102	100,853,753
623	8/22/2008	Death Race	65,000,000	36,316,032	72,516,819
624	10/11/1996	The Long Kiss Goodnight	65,000,000	33,447,612	33,447,612
625	12/8/2000	Proof of Life	65,000,000	32,598,931	62,761,005
626	11/11/2005	Zathura	65,000,000	28,045,540	58,545,540
627	11/26/2003	The Missing	65,000,000	26,900,336	38,253,433
628	1/14/2005	Elektra	65,000,000	24,409,722	56,409,722
629	10/23/2009	Astro Boy	65,000,000	19,551,067	44,093,014
630	1/24/2014	I, Frankenstein	65,000,000	19,075,290	71,519,465
631	5/24/1991	Hudson Hawk	65,000,000	17,218,916	17,218,916
632	10/27/2000	Lucky Numbers	65,000,000	10,014,234	10,014,234
633	9/23/2005	Oliver Twist	65,000,000	2,070,920	26,670,920
634	12/31/2009	Foodfight!	65,000,000	0	0
635	7/14/2006	Little Man	64,000,000	58,636,047	101,636,047
636	10/8/1999	Random Hearts	64,000,000	31,054,924	63,200,000
637	12/27/2006	Perfume: The Story of a Murderer	63,700,000	2,223,293	133,603,463
638	6/11/1993	Jurassic Park	63,000,000	395,708,305	1,035,646,977
639	7/25/2002	Austin Powers in Goldmember	63,000,000	213,117,789	292,738,626
640	4/1/2011	Hop	63,000,000	108,085,305	184,924,333
641	6/24/1994	Wyatt Earp	63,000,000	25,052,000	25,052,000
642	8/3/1994	Clear and Present Danger	62,000,000	122,012,656	207,500,000
643	4/21/2000	U-571	62,000,000	77,086,030	127,630,030
644	11/17/1995	The American President	62,000,000	60,022,813	107,822,813
645	6/20/2008	The Love Guru	62,000,000	32,200,122	40,123,346
646	2/23/2001	3000 Miles to Graceland	62,000,000	15,738,632	18,708,848
647	3/30/2007	Blades of Glory	61,000,000	118,594,548	145,594,548
648	8/2/2013	2 Guns	61,000,000	75,612,460	132,493,015
649	12/22/2004	Meet the Fockers	60,000,000	279,167,575	516,567,575
650	2/7/2014	The Lego Movie	60,000,000	257,726,852	457,726,852
651	3/9/2007	300	60,000,000	210,614,939	454,161,935
652	12/10/1999	The Green Mile	60,000,000	136,801,374	290,701,374
653	11/4/2005	Chicken Little	60,000,000	135,386,665	314,432,738
654	6/5/1998	The Truman Show	60,000,000	125,618,201	248,400,000
655	6/14/2002	The Bourne Identity	60,000,000	121,468,960	213,300,000
656	10/9/2009	Couples Retreat	60,000,000	109,205,660	172,450,423
657	11/17/1995	Goldeneye	60,000,000	106,429,941	356,429,941
658	5/30/2003	The Italian Job	60,000,000	106,126,012	176,262,839
659	5/9/2003	Daddy Day Care	60,000,000	104,148,781	164,285,587
660	6/18/1999	The General's Daughter	60,000,000	102,705,852	149,705,852
661	12/18/1998	The Prince of Egypt	60,000,000	101,413,188	218,600,000
662	8/6/2004	Collateral	60,000,000	100,170,152	217,670,152
663	7/4/2001	Cats & Dogs	60,000,000	93,375,151	200,700,000
664	12/20/2002	Two Weeks Notice	60,000,000	93,354,918	199,043,309
665	10/2/1998	Antz	60,000,000	90,757,863	152,457,863
666	4/19/2002	The Scorpion King	60,000,000	90,580,000	165,890,634
667	10/15/2010	Red	60,000,000	90,380,162	196,439,693
668	3/5/2004	Starsky & Hutch	60,000,000	88,200,225	170,200,225
669	6/27/1990	Days of Thunder	60,000,000	82,670,733	157,670,733
670	12/21/2005	Cheaper by the Dozen 2	60,000,000	82,571,173	135,015,330
671	8/13/2010	Eat Pray Love	60,000,000	80,574,010	205,846,861
672	12/21/2012	Jack Reacher	60,000,000	80,070,736	217,370,736
673	4/23/2004	Man on Fire	60,000,000	77,906,816	118,706,816
674	12/22/2000	The Family Man	60,000,000	75,764,085	124,715,863
675	9/9/2011	Contagion	60,000,000	75,658,097	137,551,594
676	12/22/1999	Any Given Sunday	60,000,000	75,530,832	100,230,832
677	5/15/1998	The Horse Whisperer	60,000,000	75,383,563	186,883,563
678	2/6/2009	Coraline	60,000,000	75,286,229	126,037,057
679	10/1/2004	Ladder 49	60,000,000	74,541,707	102,332,848
680	7/28/1999	Deep Blue Sea	60,000,000	73,648,228	165,048,228
681	10/28/2009	Michael Jackson's This Is It	60,000,000	72,091,016	252,091,016
682	1/17/2003	Kangaroo Jack	60,000,000	66,723,216	90,723,216
